loss,mape,val_loss,val_mape
0.0030003497377038,450262.125,0.0013254304649308324,267365.6875
0.0013714967062696815,269002.75,0.0016805033665150404,225841.09375
0.0011968383332714438,219299.171875,0.0011393488384783268,364408.59375
0.0011363994562998414,199296.796875,0.0009408497135154903,210002.34375
0.0011020484380424023,188124.515625,0.001196657889522612,143153.828125
0.001071607694029808,177068.65625,0.001024787314236164,134477.140625
0.0010568955913186073,171628.359375,0.0011004185071215034,195182.671875
0.0010372049873694777,164350.390625,0.000944117084145546,187242.828125
0.0010290277423337102,160710.0,0.0009326901636086404,140294.84375
0.0010144492844119668,157060.4375,0.00098399817943573,166411.90625
0.0010146984132006764,154048.125,0.0009284662664867938,125641.140625
0.0010019018081948161,148946.21875,0.0010048168478533626,170034.40625
0.0009939413284882903,147714.53125,0.0009382697753608227,159989.90625
0.0009881550213322043,144982.984375,0.0010183061240240932,171019.65625
0.000985480728559196,141119.140625,0.001024688477627933,144739.9375
0.0009804110741242766,141494.46875,0.0009430486825294793,114091.7578125
0.0009782646084204316,138056.625,0.0009316786890849471,210455.5
0.0009733709157444537,138181.296875,0.0010182287078350782,176355.609375
0.000971075554843992,137335.203125,0.0010773398680612445,109040.9765625
0.000967875646892935,135308.3125,0.0009482987225055695,172830.9375
0.0009652177686803043,133707.25,0.0009374540532007813,103363.1640625
0.000960926990956068,132557.640625,0.0009219914209097624,131553.140625
0.0009586089290678501,129516.2109375,0.0009821780258789659,118711.4765625
0.0009580287733115256,130539.5390625,0.0009125818614847958,138770.46875
0.0009552979608997703,126842.578125,0.0009278433280996978,107503.46875
0.0009522010223008692,126784.59375,0.0009420084534212947,180058.609375
0.0009536446304991841,125178.4140625,0.0009239462669938803,124167.8359375
0.0009517332073301077,124689.6640625,0.0010816327994689345,86478.890625
0.0009491256787441671,123282.1796875,0.0008961824350990355,110538.40625
0.0009480903390794992,121472.7578125,0.0009140720940195024,151735.234375
0.0009447319316677749,120120.6796875,0.0009241343359462917,140795.640625
0.0009442799491807818,118596.2265625,0.0008993578376248479,118632.7578125
0.0009414590895175934,119101.2890625,0.0009268959984183311,107486.8515625
0.000940778583753854,117242.40625,0.0009080141317099333,102156.40625
0.000939774967264384,117061.5703125,0.0009231347939930856,126553.296875
0.0009372492204420269,113243.8359375,0.0009075860143639147,105209.703125
0.0009352643974125385,114725.0390625,0.0008824460092000663,128901.578125
0.0009356974624097347,113370.0078125,0.0009179534972645342,90068.4375
0.0009364030556753278,113848.828125,0.0008963265572674572,135327.859375
0.0009342087432742119,113527.28125,0.0008847904391586781,133708.84375
0.0009341505356132984,112266.203125,0.0009193354053422809,103586.0078125
0.0009330716566182673,110614.765625,0.0008968290640041232,173280.4375
0.0009313899208791554,111242.75,0.0009177438332699239,96461.171875
0.0009315877687186003,110453.03125,0.0008797793998382986,118163.4375
0.0009317442309111357,110082.7265625,0.0008844943367876112,114541.2578125
0.0009295140043832362,109036.453125,0.0008982992731034756,107866.140625
0.0009302777471020818,109332.296875,0.0008864435949362814,112370.5625
0.0009274025214836001,108916.75,0.0009144375799223781,101479.78125
0.0009276314522139728,108572.4140625,0.0008868008735589683,108357.8671875
0.0009262872627004981,107737.8203125,0.0008896123035810888,108112.6796875
0.0009276946075260639,107020.890625,0.0009903352474793792,100782.0625
0.0009262938401661813,108136.890625,0.0009197282488457859,109746.4140625
0.0009263294632546604,107280.7578125,0.0009381372947245836,102951.328125
0.000925790227483958,106711.8984375,0.0008827149285934865,100212.9375
0.0009231971926055849,106589.4375,0.0009059208678081632,113424.7734375
0.0009237764752469957,105466.9765625,0.0009138538734987378,125273.3359375
0.0009226560359820724,105699.9453125,0.0009041889570653439,129544.3125
0.0009225209360010922,104269.1640625,0.0008839239017106593,97800.8125
0.0009220418869517744,106199.1484375,0.0008784361998550594,159335.34375
0.0009235309553332627,105029.5859375,0.000933911360334605,97135.3359375
0.0009220243082381785,105817.140625,0.000952979433350265,121167.140625
0.0009209466516040266,105763.2578125,0.0008774970192462206,102054.2890625
0.0009200256317853928,104489.078125,0.0009665463003329933,107814.0546875
0.0009228317649103701,105528.1875,0.0009008581982925534,104656.1875
0.000917640223633498,105132.328125,0.0009401507559232414,117838.9765625
0.000920718302950263,104125.2109375,0.0008947966271080077,143252.671875
0.0009193070000037551,101583.3359375,0.0009243879467248917,85051.984375
0.000918290694244206,103742.5234375,0.0008653416880406439,106373.625
0.0009202899527736008,104414.3046875,0.0008811941370368004,129607.8828125
0.0009180465713143349,102750.2109375,0.0009085098281502724,123785.390625
0.0009165671654045582,102580.0,0.0008787975530140102,121967.4765625
0.0009185432572849095,102044.75,0.0009169122204184532,74348.4609375
0.0009179062326438725,102490.171875,0.0008854635525494814,116010.6875
0.0009166911477223039,103004.8046875,0.0008849462610669434,125532.5078125
0.0009144000941887498,102574.5390625,0.0009296759380958974,128065.71875
0.0009147134842351079,101732.5234375,0.0008774420712143183,98677.7578125
0.0009157723980024457,103628.7890625,0.000923856277950108,137285.234375
0.0009157729218713939,103369.59375,0.0009001551079563797,108870.3125
0.0009153380524367094,102312.6953125,0.0009500245796516538,95633.8671875
0.000913801253773272,102912.1171875,0.0008892688783816993,98715.453125
0.0009135068976320326,101192.1328125,0.0009106461075134575,98927.109375
0.0009113775449804962,100385.625,0.0009149326360784471,108061.1328125
0.0009126272052526474,102746.765625,0.0009071844397112727,92674.0234375
0.0009138126042671502,102611.75,0.0008908645249903202,122344.3828125
0.0009147923556156456,101993.3515625,0.0008824205724522471,93503.1328125
0.0009143016650341451,102267.515625,0.0008841714588925242,127641.1015625
0.0009116557775996625,102569.296875,0.0009133109706453979,129221.15625
0.0009125177748501301,101672.34375,0.0009272199822589755,88207.1953125
0.000913099676836282,100144.7421875,0.000874022429343313,126520.015625
0.0009095047134906054,100363.296875,0.0008994279196485877,91241.390625
0.000911097857169807,99523.90625,0.000912318704649806,125848.1953125
0.0009108598460443318,99699.7578125,0.000937623786740005,78502.53125
0.0009111408144235611,99087.3828125,0.0008991345530375838,105463.4296875
0.0009109450038522482,101223.0,0.0008913694182410836,117490.109375
0.0009099633316509426,98879.21875,0.0008891533361747861,102173.71875
0.0009112230036407709,99058.3125,0.0008897363441064954,97530.109375
0.0009109093225561082,99885.1328125,0.0009019649005495012,117697.2734375
0.0009108474478125572,101273.125,0.0009114597924053669,80297.4375
0.0009101266623474658,101280.4296875,0.0009049231302924454,96938.9296875
0.0009095598943531513,100953.6015625,0.000916739518288523,92986.1484375
0.0009095783461816609,99163.46875,0.0009237988269887865,123495.4296875
0.0009086507488973439,101265.8515625,0.0008787750848568976,90278.5703125
0.0009089864906854928,101620.5390625,0.0009091182728298008,105492.375
0.0009087591315619648,101243.3046875,0.0009166092495433986,119559.21875
0.0009083464974537492,99307.75,0.0009472012752667069,89413.890625
0.0009092616965062916,100436.6875,0.0009505857597105205,104120.171875
0.0009056120179593563,99392.1640625,0.0008855666383169591,115901.0
0.0009072099346667528,99199.328125,0.000875474011991173,108358.8203125
0.0009043564205057919,99714.4765625,0.0009321017423644662,96565.6953125
0.0009056663839146495,98231.984375,0.0008864123374223709,106692.109375
0.0009086374193429947,97770.6015625,0.0008732844144105911,101657.0859375
0.0009062452591024339,99966.5078125,0.0008704561041668057,109613.1171875
0.0009065624908544123,99086.6796875,0.0008795130997896194,90109.40625
0.0009069761727005243,100438.265625,0.0008969163754954934,108353.4609375
0.0009054144029505551,99039.75,0.0008862207178026438,81903.203125
0.0009041741723194718,100757.6171875,0.0009013143717311323,113051.0078125
0.0009055547416210175,99061.2265625,0.00087814248399809,88401.0078125
0.0009053488611243665,99960.0,0.000859852647408843,111525.4140625
0.0009062750614248216,97848.7109375,0.0009088469087146223,114957.5859375
0.0009074723348021507,98341.046875,0.0008979467675089836,95989.7734375
0.000905337743461132,98693.0625,0.0008876319043338299,99194.65625
0.0009029187494888902,97645.3671875,0.0008625170448794961,96409.328125
0.0009037998970597982,98575.0703125,0.0009677184280008078,92403.1171875
0.0009034178801812232,98800.3828125,0.0009391491767019033,115438.5390625
0.0009039800497703254,98148.8515625,0.0008725633379071951,117394.90625
0.0009028903441503644,99644.625,0.0008704776992090046,107176.25
0.0009006945183500648,99774.375,0.0008967232424765825,87479.0390625
0.0009033543174155056,99010.8203125,0.0008820981020107865,112164.8671875
0.0009033884853124619,99504.25,0.0008861587848514318,119505.0859375
0.0009044703328981996,99669.9296875,0.0008722730563022196,106316.546875
0.000901811639778316,99337.8984375,0.0009022183949127793,102623.546875
0.0009038866846822202,99146.1875,0.0008770456188358366,103437.59375
0.000905221386346966,98620.7265625,0.0008918168605305254,118468.0703125
0.0009027326013892889,99031.1875,0.000905010849237442,100802.4375
0.0009029671782627702,97877.6328125,0.0009185961680486798,93199.6640625
0.0009013668750412762,97932.671875,0.0008762804791331291,98605.7109375
0.0009024723549373448,100086.7578125,0.0008694208227097988,100652.6015625
0.0009028760250657797,99596.46875,0.0009059077128767967,105064.3046875
0.0009032862144522369,98661.796875,0.0009136981680057943,107672.7578125
0.0009022687445394695,99366.6953125,0.0009165149531327188,117647.9453125
0.000903336564078927,98698.3828125,0.0008613783866167068,92243.140625
0.0009018310811370611,98314.4296875,0.0008702630875632167,114173.0859375
0.0009016943513415754,99141.5234375,0.0008676044526509941,108634.0625
0.0009026448242366314,97849.0234375,0.0008974131778813899,111675.2109375
0.0009026312618516386,98648.6015625,0.0009064928744919598,116317.3984375
0.0009006673935800791,97296.5703125,0.0009073431137949228,102769.9296875
0.000898253929335624,98866.8046875,0.0009816070087254047,99640.8125
0.0009023338207043707,97853.171875,0.0008792764274403453,112076.890625
0.0009026374900713563,98982.25,0.0009330418542958796,100781.9453125
0.0009006169275380671,100133.734375,0.0008704253705218434,98482.7421875
0.0009016836993396282,98202.75,0.0008596834377385676,104566.2734375
0.0008990386268123984,99041.9375,0.0008868931909091771,105095.65625
0.0008997053373605013,99306.90625,0.0009158066241070628,109661.0859375
0.0009016874246299267,99413.7421875,0.0008819479844532907,100949.5859375
0.0009016421972773969,99125.828125,0.0008942060521803796,114751.7890625
0.0009010368376038969,98867.109375,0.0008706760127097368,94195.6875
0.0009003634913824499,97900.6640625,0.0008959842380136251,112922.7734375
0.0008991703507490456,98374.890625,0.0008824560209177434,99361.609375
0.000896418234333396,97396.828125,0.0009701872477307916,94322.015625
0.00090015958994627,97864.1171875,0.0008955683442763984,115741.6796875
0.0008984431042335927,97527.6484375,0.0008787354454398155,116859.7734375
0.0008984149317257106,98995.3359375,0.0009129717363975942,88693.140625
0.0008981950813904405,99132.2109375,0.000888207636307925,92871.125
0.0008987943292595446,98610.703125,0.0008825716213323176,106076.953125
0.0008961504208855331,99168.734375,0.0008915862999856472,97115.7421875
0.0008972453069873154,99887.7265625,0.0008924251887947321,105657.171875
0.0008941285777837038,100007.5703125,0.0008728769025765359,118496.4609375
0.0008990013739094138,99248.65625,0.0008966783643700182,107558.6640625
0.0008957432000897825,100196.5546875,0.0008743795333430171,114104.109375
0.0008985165623016655,99642.09375,0.0008816729532554746,103708.4921875
0.0008968859910964966,99037.9609375,0.0008837063214741647,95244.6640625
